ts,server_id,cpu_pct,mem_pct,net_in,net_out,disk_io
21:26:30,server_13,77.36,41.04,11005.7,10812.76,56.89
21:26:30,server_14,21.54,18.93,155.43,161.27,52.78
21:26:30,server_15,90.75,21.31,886.05,709.15,47.21
21:26:30,server_20,85.61,80.84,809.56,581.53,151.85
21:26:30,server_18,23.07,33.0,146.67,155.73,4911.48
21:26:30,server_19,97.85,88.11,998.81,1338.12,140.53
21:26:30,server_12,11.96,98.97,103.35,62.24,49.9
21:26:30,server_16,91.48,24.15,891.16,1019.05,20.93
21:26:30,server_11,69.62,32.72,9719.91,8640.65,45.72
21:26:30,server_17,48.16,40.03,164.4,196.62,7888.37
21:26:30,server_9,25.94,24.43,368.08,281.11,66.71
21:26:30,server_8,13.19,93.89,74.55,42.73,55.99
21:26:30,server_7,70.86,41.96,16236.51,18271.56,142.51
21:26:30,server_6,41.37,41.55,14.27,16.16,5566.65
21:26:30,server_5,17.62,82.94,200.73,246.08,6.96
21:26:30,server_4,29.39,93.33,309.27,394.64,143.03
21:26:30,server_3,93.49,87.1,974.74,1303.56,116.25
21:26:30,server_2,56.29,61.15,653.97,814.74,121.79
21:26:30,server_1,67.84,75.82,680.17,463.46,108.14
21:26:30,server_10,89.4,98.0,870.64,1257.36,48.2
21:26:35,server_13,94.67,95.14,920.0,1112.75,130.57
21:26:35,server_14,25.88,21.29,33.98,30.33,6382.27
21:26:35,server_15,83.83,13.15,854.8,485.54,25.69
21:26:35,server_20,23.89,24.28,226.0,193.03,95.58
21:26:35,server_17,81.26,4.11,815.43,685.14,54.72
21:26:35,server_18,6.9,80.9,116.92,147.52,104.24
21:26:35,server_19,46.87,40.94,4062.94,4587.15,1556.22
21:26:35,server_12,70.2,40.98,8670.35,7784.87,125.67
21:26:35,server_16,29.96,96.61,309.55,304.86,4.88
21:26:35,server_11,42.71,32.57,451.04,322.71,30.13
21:26:35,server_7,31.54,18.27,253.61,199.74,0.0
21:26:35,server_9,54.31,71.98,484.9,404.19,37.56
21:26:35,server_8,36.08,42.77,373.13,399.09,114.38
21:26:35,server_6,53.78,52.56,610.66,318.16,75.17
21:26:35,server_5,69.7,54.61,1387.03,1175.62,770.52
21:26:35,server_4,60.93,73.27,567.08,301.53,6.7
21:26:35,server_3,28.61,37.62,327.89,170.81,48.47
21:26:35,server_2,28.77,29.31,315.93,175.24,41.31
21:26:35,server_1,68.13,47.92,2583.23,2916.19,1556.94
21:26:35,server_10,49.88,58.33,502.29,418.5,100.66
21:26:40,server_15,34.57,46.0,314.76,265.27,19.45
21:26:40,server_14,91.48,89.01,942.22,1341.42,187.88
21:26:40,server_16,33.32,38.68,356.51,282.42,0.0
21:26:40,server_13,16.95,83.28,201.74,176.1,45.59
21:26:40,server_18,93.8,23.4,958.68,498.59,0.0
21:26:40,server_19,51.67,52.06,4400.28,4996.79,639.98
21:26:40,server_20,89.42,6.34,914.21,1060.72,61.78
21:26:40,server_12,54.53,45.97,545.73,607.9,0.0
21:26:40,server_17,28.7,34.01,339.16,244.99,46.41
21:26:40,server_11,82.39,21.48,757.06,1131.56,0.0
21:26:40,server_10,98.87,93.59,971.05,660.88,155.79
21:26:40,server_9,97.44,95.66,992.17,626.3,66.63
21:26:40,server_2,93.61,14.66,894.12,1241.55,0.0
21:26:40,server_3,40.92,35.45,401.72,557.0,76.86
21:26:40,server_4,67.22,41.3,1535.78,1574.32,1620.54
21:26:40,server_1,94.45,84.08,957.24,1367.51,127.82
21:26:40,server_6,11.61,97.1,141.84,209.82,0.0
21:26:40,server_7,19.58,98.56,319.06,164.65,150.12
21:26:40,server_8,88.88,85.57,950.89,1342.3,110.83
21:26:40,server_5,89.82,96.29,894.86,1255.32,115.44
21:26:45,server_12,99.02,19.64,1022.83,1213.92,0.0
21:26:45,server_19,49.64,49.75,173.09,117.31,4652.92
21:26:45,server_18,98.41,89.35,932.16,1308.02,136.3
21:26:45,server_17,40.98,55.98,399.61,498.85,65.41
21:26:45,server_16,65.08,56.1,708.39,807.92,58.27
21:26:45,server_15,8.17,91.37,77.49,67.4,51.15
21:26:45,server_14,36.61,47.7,175.69,95.45,8687.55
21:26:45,server_13,49.44,40.84,493.31,599.14,64.25
21:26:45,server_11,40.73,40.56,4071.55,4477.66,1230.73
21:26:45,server_20,25.95,27.76,228.87,184.25,74.51
21:26:45,server_9,23.79,96.08,230.15,116.61,51.18
21:26:45,server_1,11.72,96.93,151.31,117.46,41.36
21:26:45,server_2,32.42,42.28,37.83,43.96,7900.76
21:26:45,server_3,95.85,81.82,1026.96,962.62,8.71
21:26:45,server_4,64.25,52.11,739.55,1055.97,102.44
21:26:45,server_10,98.26,0.1,948.71,1138.23,132.61
21:26:45,server_6,7.16,85.26,94.61,62.05,66.37
21:26:45,server_7,63.69,48.63,3422.6,4066.53,883.56
21:26:45,server_8,6.4,83.9,59.1,37.69,105.34
21:26:45,server_5,23.84,46.41,102.83,149.06,9978.12
21:26:50,server_11,20.26,9.12,310.65,350.04,135.36
21:26:50,server_19,2.18,89.3,0.0,0.0,107.58
21:26:50,server_18,28.87,34.83,6.28,7.67,7748.31
21:26:50,server_17,76.95,57.85,12614.68,13463.13,137.75
21:26:50,server_16,21.31,32.74,172.22,145.45,8786.75
21:26:50,server_15,27.21,12.42,199.0,154.15,70.02
21:26:50,server_14,25.24,99.58,211.01,164.28,61.71
21:26:50,server_13,64.25,30.29,9180.88,8265.97,12.59
21:26:50,server_12,23.77,23.37,194.72,224.97,0.0
21:26:50,server_20,62.11,64.11,2307.1,2445.24,501.21
21:26:50,server_10,42.59,34.23,73.91,108.17,9753.35
21:26:50,server_8,30.07,44.37,307.27,403.4,5.66
21:26:50,server_7,85.5,97.96,841.75,1079.42,123.92
21:26:50,server_6,29.82,37.01,383.8,508.03,27.51
21:26:50,server_5,72.35,35.67,10950.1,10217.35,28.88
21:26:50,server_4,57.34,69.61,607.72,510.43,100.53
21:26:50,server_3,72.56,41.22,10342.82,11059.93,133.77
21:26:50,server_2,52.6,43.57,10168.99,12053.66,87.91
21:26:50,server_1,24.07,95.85,266.98,234.64,0.0
21:26:50,server_9,63.91,66.2,638.01,497.9,39.32
21:26:55,server_14,96.79,19.8,1027.71,1074.78,93.51
21:26:55,server_15,97.34,9.8,977.84,602.51,100.54
21:26:55,server_16,96.7,10.71,865.89,1188.6,0.0
21:26:55,server_13,30.1,61.58,315.27,210.85,94.48
21:26:55,server_18,88.95,94.79,917.64,783.62,78.68
21:26:55,server_19,61.25,66.5,1306.26,1562.23,1601.54
21:26:55,server_20,67.2,56.58,6471.72,5242.89,9.66
21:26:55,server_17,40.4,50.98,379.89,214.44,107.76
21:26:55,server_12,97.61,82.91,1002.81,593.13,125.7
21:26:55,server_11,48.86,40.63,2788.4,3180.08,1717.42
21:26:55,server_1,47.55,35.57,173.98,127.94,8510.46
21:26:55,server_9,65.91,78.76,617.8,384.48,0.0
21:26:55,server_8,63.11,63.99,613.83,637.58,31.33
21:26:55,server_7,61.8,47.29,7596.05,8483.64,14.98
21:26:55,server_6,45.67,47.51,388.89,565.0,0.0
21:26:55,server_5,20.6,18.86,197.46,237.28,56.95
21:26:55,server_4,22.56,19.75,85.32,100.6,4.91
21:26:55,server_3,23.26,81.4,254.88,194.39,115.15
21:26:55,server_2,41.98,45.58,410.34,536.05,59.5
21:26:55,server_10,21.81,41.52,51.08,34.48,5088.87
21:27:00,server_13,60.37,61.12,4489.21,4034.06,1140.15
21:27:00,server_14,57.91,63.8,3286.2,3843.17,1966.88
21:27:00,server_15,95.26,2.79,984.83,1230.66,35.43
21:27:00,server_20,89.89,21.15,929.35,952.29,129.88
21:27:00,server_18,43.07,44.17,142.65,88.92,3032.11
21:27:00,server_19,84.81,0.26,856.73,1194.74,37.06
21:27:00,server_12,97.66,29.91,929.48,814.12,1.84
21:27:00,server_16,60.08,34.46,18294.61,17444.35,13.38
21:27:00,server_11,21.82,91.54,135.57,95.62,20.66
21:27:00,server_17,93.86,21.34,835.96,1143.59,66.96
21:27:00,server_9,65.08,46.95,15613.49,18210.24,197.75
21:27:00,server_10,53.16,67.02,3429.02,3297.43,1378.65
21:27:00,server_2,64.31,71.84,615.65,626.34,80.69
21:27:00,server_3,38.78,42.6,392.87,307.26,95.28
21:27:00,server_4,64.48,65.61,2360.92,2827.47,1451.85
21:27:00,server_1,68.7,82.22,657.97,503.02,103.66
21:27:00,server_6,23.95,17.83,321.4,390.81,3.96
21:27:00,server_7,62.54,57.79,3747.83,4234.37,674.72
21:27:00,server_8,58.78,72.5,641.27,747.53,15.38
21:27:00,server_5,43.28,21.07,161.52,115.75,4015.34
21:27:05,server_20,65.4,68.41,658.06,846.0,82.09
21:27:05,server_12,6.66,85.75,62.9,48.62,60.68
21:27:05,server_19,30.26,35.72,327.32,252.06,21.91
21:27:05,server_18,97.99,80.39,1039.65,1428.57,132.62
21:27:05,server_17,62.88,64.78,606.32,806.51,30.0
21:27:05,server_16,19.52,92.33,183.39,240.62,71.72
21:27:05,server_15,49.24,46.41,177.5,219.17,9871.9
21:27:05,server_14,69.99,76.17,689.93,368.92,71.47
21:27:05,server_13,56.93,49.91,511.87,502.75,41.93
21:27:05,server_11,62.14,54.27,17675.69,20977.75,162.82
21:27:05,server_7,57.6,41.12,2049.6,2120.24,1736.88
21:27:05,server_9,49.15,67.71,492.71,709.92,111.74
21:27:05,server_8,35.57,47.81,162.62,170.73,4866.24
21:27:05,server_6,22.65,38.42,23.08,16.31,3957.36
21:27:05,server_5,30.13,30.94,298.87,271.36,45.54
21:27:05,server_4,18.78,89.77,165.6,168.85,97.75
21:27:05,server_3,92.54,87.3,948.22,1284.35,75.52
21:27:05,server_2,61.47,78.31,580.69,386.65,97.19
21:27:05,server_1,58.46,34.26,17752.77,19419.83,110.43
21:27:05,server_10,31.82,37.92,348.42,287.03,45.41
21:27:10,server_15,25.82,99.74,329.66,337.43,101.36
21:27:10,server_13,55.39,67.66,482.7,580.24,78.79
21:27:10,server_14,47.07,28.58,445.41,453.46,32.37
21:27:10,server_16,45.68,44.88,431.91,382.88,44.22
21:27:10,server_12,45.69,23.19,45.35,39.71,5479.16
21:27:10,server_18,76.02,49.61,18308.86,20250.87,97.58
21:27:10,server_19,44.59,57.39,1019.0,1025.59,1690.02
21:27:10,server_20,27.67,93.56,260.87,343.0,120.29
21:27:10,server_17,25.83,88.11,277.11,138.68,120.19
21:27:10,server_11,47.25,47.96,475.49,490.95,26.12
21:27:10,server_1,67.66,95.41,704.57,415.36,90.07
21:27:10,server_9,39.69,39.16,178.47,224.89,9167.23
21:27:10,server_2,35.67,48.28,353.06,226.3,2.66
21:27:10,server_3,43.05,44.06,72.14,80.09,7226.07
21:27:10,server_4,0.25,86.26,33.74,17.71,0.0
21:27:10,server_10,84.92,14.36,872.27,1059.63,35.13
21:27:10,server_6,12.5,85.92,170.25,152.17,30.26
21:27:10,server_7,20.89,34.43,106.44,135.03,3884.41
21:27:10,server_8,40.23,44.44,136.05,196.12,8787.22
21:27:10,server_5,87.07,98.05,830.54,584.16,108.54
21:27:15,server_13,22.4,27.7,268.29,204.33,0.0
21:27:15,server_20,87.42,4.76,877.17,1260.46,57.8
21:27:15,server_19,65.87,63.21,677.74,817.37,172.79
21:27:15,server_18,37.87,53.19,328.11,174.36,54.83
21:27:15,server_17,31.07,30.47,6.41,5.14,4947.1
21:27:15,server_16,69.07,53.28,9556.67,7990.82,22.04
21:27:15,server_15,92.99,84.49,890.21,673.72,11.65
21:27:15,server_14,36.3,41.78,39.51,41.47,7618.22
21:27:15,server_12,58.33,75.08,669.85,439.23,16.69
21:27:15,server_11,92.31,80.02,989.66,683.76,43.65
21:27:15,server_1,37.45,54.92,449.84,358.13,77.02
21:27:15,server_9,28.41,19.19,325.97,301.54,22.33
21:27:15,server_8,85.55,18.08,901.89,667.05,87.59
21:27:15,server_7,34.83,32.63,102.55,109.78,3983.13
21:27:15,server_6,70.68,33.92,14018.36,14835.98,76.66
21:27:15,server_5,61.23,66.65,604.69,728.2,110.76
21:27:15,server_4,32.26,35.39,85.29,91.69,5836.51
21:27:15,server_3,22.65,47.79,37.69,35.37,7307.8
21:27:15,server_2,68.26,69.06,748.68,963.28,48.8
21:27:15,server_10,31.62,46.5,278.27,374.78,13.13
21:27:20,server_13,12.93,84.05,66.63,73.24,0.0
21:27:20,server_14,15.69,82.25,222.2,161.88,39.63
21:27:20,server_15,74.58,30.13,17695.67,16901.95,164.86
21:27:20,server_16,25.79,49.53,25.23,31.23,5799.39
21:27:20,server_12,80.07,4.57,841.4,1154.82,0.0
21:27:20,server_18,42.79,62.64,467.22,407.29,28.23
21:27:20,server_19,50.65,66.04,491.43,736.07,89.69
21:27:20,server_20,41.22,36.45,390.86,509.83,0.0
21:27:20,server_17,57.42,58.95,1250.92,1464.86,899.23
21:27:20,server_11,66.09,66.09,667.87,837.31,0.0
21:27:20,server_1,37.37,54.69,425.65,230.0,17.84
21:27:20,server_9,95.3,89.66,894.12,749.63,109.02
21:27:20,server_8,91.86,96.55,865.74,834.01,61.03
21:27:20,server_7,41.74,45.68,101.98,113.4,3274.76
21:27:20,server_6,15.79,95.19,87.24,47.73,40.14
21:27:20,server_5,81.26,9.85,838.47,824.12,0.0
21:27:20,server_4,43.28,38.66,413.64,575.17,23.98
21:27:20,server_3,30.3,41.78,272.56,246.99,4.58
21:27:20,server_2,19.76,96.27,166.46,130.81,54.06
21:27:20,server_10,22.86,31.34,191.34,103.55,3800.43
21:27:25,server_13,33.03,41.6,260.54,272.59,80.38
21:27:25,server_14,37.88,55.99,391.83,565.61,84.35
21:27:25,server_15,94.64,88.93,917.85,1232.52,65.76
21:27:25,server_16,49.74,52.04,486.49,427.89,107.54
21:27:25,server_20,47.79,59.41,474.69,623.16,31.66
21:27:25,server_18,88.83,82.2,875.64,659.05,105.02
21:27:25,server_19,47.16,53.9,488.62,622.68,132.07
21:27:25,server_12,39.58,14.53,343.09,184.03,0.0
21:27:25,server_17,43.0,31.77,429.64,230.81,1.22
21:27:25,server_11,85.41,26.52,888.73,1055.92,50.09
21:27:25,server_1,24.6,32.2,268.04,215.87,0.0
21:27:25,server_9,92.86,88.0,967.88,970.75,108.29
21:27:25,server_2,52.64,68.8,3289.39,2956.59,1773.69
21:27:25,server_3,93.87,96.68,954.02,1161.4,114.93
21:27:25,server_4,46.2,47.97,135.4,83.81,7939.7
21:27:25,server_10,77.43,36.93,5913.18,4735.59,14.43
21:27:25,server_6,27.07,96.21,223.04,137.76,74.41
21:27:25,server_7,91.44,95.39,857.51,905.83,111.37
21:27:25,server_8,87.16,26.55,868.46,435.32,62.4
21:27:25,server_5,27.26,28.03,264.92,366.87,96.03
21:27:30,server_12,94.12,3.34,938.78,1124.14,84.25
21:27:30,server_19,28.25,41.82,331.85,376.58,0.0
21:27:30,server_18,96.41,90.3,926.16,968.0,91.51
21:27:30,server_17,55.77,70.29,536.47,314.96,7.17
21:27:30,server_16,99.35,28.26,1001.04,1363.92,42.6
21:27:30,server_15,99.45,87.96,1131.83,1442.45,104.0
21:27:30,server_14,40.86,53.68,434.9,314.41,15.83
21:27:30,server_13,46.45,32.25,51.01,52.69,8345.53
21:27:30,server_20,56.6,67.54,582.99,578.87,60.09
21:27:30,server_11,69.59,68.83,2116.91,2468.57,890.38
21:27:30,server_9,53.72,77.78,608.07,445.91,67.35
21:27:30,server_8,86.49,18.52,887.07,563.67,76.59
21:27:30,server_7,73.5,43.05,5768.32,5948.19,117.44
21:27:30,server_6,24.73,41.1,264.03,375.32,95.16
21:27:30,server_5,20.34,16.07,186.3,244.5,28.32
21:27:30,server_4,65.67,72.34,667.45,509.12,26.05
21:27:30,server_3,39.49,39.83,324.09,234.25,74.34
21:27:30,server_2,59.35,32.87,15820.47,16863.86,64.51
21:27:30,server_1,95.11,12.01,976.7,1380.5,89.56
21:27:30,server_10,73.63,43.46,15366.94,12663.84,11.96
21:27:35,server_13,90.26,94.0,848.81,977.02,137.4
21:27:35,server_14,36.8,37.51,381.71,341.59,78.82
21:27:35,server_15,29.54,92.39,343.8,475.85,27.39
21:27:35,server_16,66.55,52.03,570.12,386.32,0.0
21:27:35,server_12,47.92,63.55,553.53,341.66,63.6
21:27:35,server_18,62.91,45.67,4861.4,5377.74,1507.69
21:27:35,server_19,53.84,48.79,18607.41,16338.44,122.46
21:27:35,server_20,36.51,39.5,353.27,190.45,63.63
21:27:35,server_17,48.17,39.6,77.1,47.55,7048.75
21:27:35,server_11,40.46,42.7,393.8,441.07,148.12
21:27:35,server_10,22.06,32.0,245.83,164.96,19.03
21:27:35,server_9,54.48,57.67,537.45,691.99,101.74
21:27:35,server_8,7.92,96.48,52.32,75.58,0.0
21:27:35,server_7,34.04,41.21,346.83,441.72,0.0
21:27:35,server_6,50.82,43.83,1582.67,1529.27,975.06
21:27:35,server_5,56.36,60.75,3477.41,4094.63,1865.76
21:27:35,server_4,69.61,80.25,828.96,692.64,51.21
21:27:35,server_3,87.56,25.3,876.39,485.84,0.0
21:27:35,server_2,67.16,74.87,686.32,727.73,55.55
21:27:35,server_1,51.2,55.97,558.23,621.78,69.96
21:27:40,server_13,85.23,89.8,936.35,1158.61,122.29
21:27:40,server_14,0.98,95.18,56.27,36.88,54.13
21:27:40,server_15,95.42,87.56,971.48,1437.92,87.49
21:27:40,server_16,25.36,32.11,218.67,263.38,12.83
21:27:40,server_20,91.95,86.86,864.4,1226.58,141.14
21:27:40,server_18,43.52,40.87,426.89,328.45,61.05
21:27:40,server_19,58.94,69.36,3326.41,3599.87,1907.25
21:27:40,server_12,90.64,13.93,898.13,1156.18,34.08
21:27:40,server_17,9.54,96.55,89.53,66.07,143.66
21:27:40,server_11,53.41,47.1,566.13,403.6,90.99
21:27:40,server_10,13.98,94.74,186.21,230.41,33.43
21:27:40,server_9,26.6,92.47,346.13,297.84,0.0
21:27:40,server_2,56.88,45.77,4023.33,3241.44,1030.26
21:27:40,server_3,48.73,44.89,464.69,244.17,48.76
21:27:40,server_4,20.48,31.54,231.49,296.86,0.0
21:27:40,server_1,44.95,30.24,194.83,178.44,6105.31
21:27:40,server_6,89.96,81.07,918.38,1076.23,125.0
21:27:40,server_7,74.35,42.8,11016.74,13114.79,98.52
21:27:40,server_8,27.31,33.15,128.78,123.36,3128.17
21:27:40,server_5,26.77,45.14,260.23,197.67,10.73
21:27:45,server_12,64.51,79.68,617.68,336.8,50.29
21:27:45,server_19,54.69,48.48,4029.4,4823.34,818.11
21:27:45,server_18,69.56,37.79,15946.07,15426.75,91.38
21:27:45,server_17,69.02,69.93,595.25,757.42,143.15
21:27:45,server_16,18.57,99.5,152.66,118.64,0.0
21:27:45,server_15,32.33,49.51,355.58,383.41,40.99
21:27:45,server_14,98.18,6.67,876.33,505.39,29.52
21:27:45,server_13,43.26,35.99,52.8,61.69,6652.21
21:27:45,server_11,39.51,30.75,354.35,180.46,0.0
21:27:45,server_20,72.5,48.46,6609.75,6182.05,49.5
21:27:45,server_9,13.68,95.43,148.69,76.67,104.6
21:27:45,server_1,32.25,36.86,285.22,255.88,0.0
21:27:45,server_2,90.46,24.19,900.33,1251.16,53.02
21:27:45,server_3,92.03,96.94,844.4,759.35,3.09
21:27:45,server_4,57.2,65.41,622.78,590.31,83.85
21:27:45,server_10,56.73,63.3,557.0,687.59,72.99
21:27:45,server_6,71.37,45.33,7204.48,6771.77,8.35
21:27:45,server_7,6.68,95.24,26.85,23.31,0.0
21:27:45,server_8,29.62,24.68,136.09,159.44,9296.12
21:27:45,server_5,25.91,22.2,119.42,170.73,8753.15
21:27:50,server_12,33.94,49.0,208.9,195.55,0.0
21:27:50,server_19,43.21,54.95,381.4,526.8,84.0
21:27:50,server_18,57.55,42.85,14194.17,17010.04,178.82
21:27:50,server_17,46.64,43.9,129.13,96.14,4006.66
21:27:50,server_16,64.4,71.35,653.57,627.74,32.86
21:27:50,server_15,31.47,30.08,276.33,403.49,0.0
21:27:50,server_14,20.17,27.0,162.5,114.72,4402.68
21:27:50,server_13,66.0,73.8,566.45,600.66,107.22
21:27:50,server_11,60.7,69.91,672.42,473.45,7.05
21:27:50,server_20,68.46,82.67,684.44,826.58,0.0
21:27:50,server_9,58.69,49.27,558.69,357.0,80.43
21:27:50,server_1,52.23,80.2,577.92,463.31,43.47
21:27:50,server_2,20.44,81.29,235.51,324.64,70.08
21:27:50,server_3,10.05,98.51,115.5,61.12,65.3
21:27:50,server_4,67.18,80.44,678.08,388.41,103.17
21:27:50,server_10,66.02,69.79,696.53,708.49,43.86
21:27:50,server_6,76.05,39.39,18280.48,21122.24,31.11
21:27:50,server_7,97.65,87.37,1015.71,821.77,98.67
21:27:50,server_8,30.35,28.4,265.22,353.31,0.0
21:27:50,server_5,69.62,84.03,679.56,756.73,0.0
21:27:55,server_11,97.4,89.58,986.64,963.09,53.16
21:27:55,server_19,29.48,64.64,273.34,343.6,50.12
21:27:55,server_18,27.35,29.22,336.87,373.2,0.0
21:27:55,server_17,73.37,42.15,5476.49,6107.59,178.99
21:27:55,server_16,66.06,56.83,18712.47,18867.02,19.58
21:27:55,server_15,69.07,72.94,671.31,944.58,167.53
21:27:55,server_14,9.81,83.04,80.67,111.51,32.08
21:27:55,server_13,39.4,43.45,429.61,516.78,84.52
21:27:55,server_12,37.11,69.94,333.98,461.72,92.84
21:27:55,server_20,37.72,48.89,452.9,529.02,113.54
21:27:55,server_10,18.14,95.26,186.46,138.67,31.52
21:27:55,server_8,24.92,45.13,146.66,177.0,4225.85
21:27:55,server_7,49.47,41.61,3688.15,3024.21,1701.01
21:27:55,server_6,48.09,75.57,416.92,589.13,157.89
21:27:55,server_5,32.72,47.24,385.87,563.65,52.05
21:27:55,server_4,89.17,85.76,918.5,642.55,60.93
21:27:55,server_3,44.68,41.75,407.76,238.26,56.73
21:27:55,server_2,60.84,43.64,12948.73,14679.58,68.79
21:27:55,server_1,90.03,93.98,868.27,1253.66,67.66
21:27:55,server_9,65.58,35.92,5832.26,6346.45,59.31
21:28:00,server_13,53.71,46.53,560.3,404.56,77.47
21:28:00,server_14,53.08,61.55,421.37,578.63,83.42
21:28:00,server_15,61.94,44.94,1034.07,1108.02,1707.6
21:28:00,server_12,48.28,54.27,528.76,571.15,41.14
21:28:00,server_17,64.16,68.85,630.45,347.61,47.47
21:28:00,server_18,22.73,36.29,292.0,403.32,0.0
21:28:00,server_19,43.4,40.16,367.45,342.88,45.53
21:28:00,server_16,28.41,34.94,207.86,246.29,39.7
21:28:00,server_11,47.67,48.2,514.48,515.21,90.38
21:28:00,server_20,93.64,82.54,952.14,1321.55,124.56
21:28:00,server_9,56.1,35.88,19824.44,16425.02,161.79
21:28:00,server_1,43.53,40.28,493.27,637.01,0.0
21:28:00,server_2,47.73,34.17,193.93,263.15,3943.96
21:28:00,server_3,40.64,55.04,1056.61,1138.93,1854.84
21:28:00,server_4,49.29,66.41,513.56,730.61,27.83
21:28:00,server_10,42.72,22.88,50.84,71.91,6893.11
21:28:00,server_6,31.63,28.8,364.12,489.22,63.71
21:28:00,server_7,4.73,97.48,68.12,39.16,54.04
21:28:00,server_8,29.32,20.76,322.29,214.37,0.0
21:28:00,server_5,88.95,13.19,871.85,1080.75,100.02
21:28:05,server_19,0.9,87.21,39.89,32.46,12.95
21:28:05,server_18,28.84,85.83,212.18,139.35,164.74
21:28:05,server_17,61.26,49.81,552.3,611.27,113.09
21:28:05,server_16,90.04,18.1,908.72,576.41,34.32
21:28:05,server_15,55.89,60.4,687.0,468.37,1.32
21:28:05,server_14,54.03,43.92,571.98,562.57,29.54
21:28:05,server_13,52.93,46.97,8563.54,9623.21,83.01
21:28:05,server_12,58.56,73.16,535.24,623.12,62.38
21:28:05,server_11,22.56,18.05,283.5,369.83,13.08
21:28:05,server_20,40.07,38.4,429.63,501.49,114.24
21:28:05,server_9,59.51,40.97,11523.85,12863.45,152.19
21:28:05,server_1,39.46,47.48,26.97,35.46,5335.57
21:28:05,server_2,82.93,7.1,914.4,817.18,59.36
21:28:05,server_3,52.68,64.95,580.98,664.39,54.62
21:28:05,server_4,95.15,5.44,931.91,528.98,63.59
21:28:05,server_10,64.19,77.15,495.71,707.82,51.34
21:28:05,server_6,23.62,95.71,223.11,154.61,23.73
21:28:05,server_7,0.19,90.08,0.0,0.0,108.43
21:28:05,server_8,47.44,39.81,103.65,93.27,3080.83
21:28:05,server_5,5.17,88.97,0.0,0.0,119.41
21:28:10,server_11,64.41,34.53,19004.31,22038.47,124.56
21:28:10,server_19,39.63,23.1,114.66,132.74,4337.02
21:28:10,server_18,61.23,72.3,575.17,352.81,158.61
21:28:10,server_17,98.88,90.83,965.65,1211.22,75.03
21:28:10,server_16,37.66,43.56,308.99,218.52,27.74
21:28:10,server_15,9.8,88.48,113.86,65.55,64.38
21:28:10,server_14,53.05,64.1,525.27,539.91,0.0
21:28:10,server_13,26.98,22.69,196.66,215.89,7642.87
21:28:10,server_12,36.19,49.3,442.48,241.02,0.0
21:28:10,server_20,54.98,52.87,632.66,883.76,0.0
21:28:10,server_10,62.3,52.31,19140.93,22658.51,181.65
21:28:10,server_8,30.41,26.18,268.19,168.28,44.35
21:28:10,server_9,37.14,48.2,115.47,113.92,8358.17
21:28:10,server_1,88.02,18.15,885.14,1074.63,10.86
21:28:10,server_2,46.22,63.43,3261.22,2691.67,1351.69
21:28:10,server_3,23.58,36.74,196.71,193.29,64.32
21:28:10,server_5,69.37,64.24,826.83,1187.55,124.13
21:28:10,server_6,43.61,42.01,130.79,142.99,6011.34
21:28:10,server_7,39.2,28.42,465.05,304.07,48.49
21:28:10,server_4,46.43,49.03,448.47,580.6,61.81
21:28:15,server_20,18.81,96.48,139.3,103.17,10.79
21:28:15,server_11,59.73,78.87,544.18,615.28,110.75
21:28:15,server_18,36.97,46.23,317.73,378.13,0.0
21:28:15,server_17,53.65,43.47,654.62,652.64,89.77
21:28:15,server_16,92.81,15.04,1011.12,1048.01,63.34
21:28:15,server_15,86.62,84.44,959.04,1062.84,90.44
21:28:15,server_14,44.64,62.52,446.14,476.81,40.92
21:28:15,server_13,57.8,71.44,542.26,472.44,14.09
21:28:15,server_12,60.27,60.07,549.2,569.24,70.73
21:28:15,server_19,83.66,4.87,855.34,1174.3,120.76
21:28:15,server_10,56.23,58.69,580.45,613.64,13.19
21:28:15,server_8,21.65,23.95,226.41,243.34,84.69
21:28:15,server_1,47.03,32.84,32.49,40.84,6112.86
21:28:15,server_2,81.78,11.58,867.84,847.26,38.22
21:28:15,server_3,71.95,37.93,11089.84,10260.23,116.56
21:28:15,server_9,63.52,61.05,597.85,644.29,59.02
21:28:15,server_5,31.25,28.08,340.35,345.33,102.32
21:28:15,server_6,32.38,34.8,296.15,212.81,17.19
21:28:15,server_7,22.51,38.25,16.02,15.55,5807.73
21:28:15,server_4,49.58,58.72,4537.25,5156.99,863.88
21:28:20,server_12,40.17,42.97,193.77,171.48,6757.21
21:28:20,server_19,87.9,8.39,902.58,793.43,70.16
21:28:20,server_18,55.81,53.46,502.07,401.0,18.46
21:28:20,server_17,60.47,47.75,4812.94,4714.08,588.23
21:28:20,server_16,48.19,39.89,440.8,423.1,0.0
21:28:20,server_15,62.07,62.23,1444.87,1627.91,754.89
21:28:20,server_14,45.74,55.82,465.66,247.62,0.0
21:28:20,server_13,76.55,44.19,17430.51,16982.01,180.26
21:28:20,server_11,43.89,52.19,407.77,543.86,29.75
21:28:20,server_20,31.78,33.69,302.81,360.71,54.18
21:28:20,server_9,68.12,84.1,725.46,795.5,74.99
21:28:20,server_1,54.48,43.63,6813.84,6124.02,55.75
21:28:20,server_2,38.95,56.85,349.24,310.4,37.0
21:28:20,server_3,32.69,55.61,402.12,228.59,0.0
21:28:20,server_4,66.46,69.74,667.06,456.91,136.53
21:28:20,server_10,20.89,20.92,168.43,99.21,7219.05
