server_id,window_start,window_end,avg_cpu,avg_mem,alert
server_13,22:23:30,22:24:00,79.21,56.12,CPU spike suspected
server_13,22:23:40,22:24:10,70.14,58.28,""
server_13,22:23:50,22:24:20,53.06,70.03,""
server_13,22:24:00,22:24:30,44.05,61.93,""
server_13,22:24:10,22:24:40,32.65,61.48,""
server_13,22:24:20,22:24:50,51.21,48.04,""
server_13,22:24:30,22:25:00,59.65,58.76,""
server_13,22:24:40,22:25:10,60.51,65.53,""
server_13,22:24:50,22:25:20,55.52,76.81,Memory saturation suspected
server_13,22:25:00,22:25:30,64.05,83.51,Memory saturation suspected
server_13,22:25:10,22:25:40,65.34,69.54,""
server_13,22:25:20,22:25:50,51.25,63.59,""
server_13,22:25:30,22:26:00,33.65,47.91,""
server_13,22:25:40,22:26:10,39.59,58.61,""
server_13,22:25:50,22:26:20,52.77,58.54,""
server_13,22:26:00,22:26:30,50.99,67.12,""
server_13,22:26:10,22:26:40,47.17,57.81,""
server_13,22:26:20,22:26:50,38.87,51.51,""
server_13,22:26:30,22:27:00,48.52,43.22,""
server_13,22:26:40,22:27:10,54.7,51.51,""
server_13,22:26:50,22:27:20,51.17,50.23,""
server_13,22:27:00,22:27:30,59.61,49.89,""
server_13,22:27:10,22:27:40,53.34,49.84,""
server_13,22:27:20,22:27:50,63.48,56.33,""
server_13,22:27:30,22:28:00,62.84,62.12,""
server_13,22:27:40,22:28:10,61.96,53.52,""
server_13,22:27:50,22:28:20,55.33,51.86,""
server_13,22:28:00,22:28:30,44.36,47.58,""
server_13,22:28:10,22:28:40,51.57,50.83,""
server_13,22:28:20,22:28:50,51.67,51.31,""
server_13,22:28:30,22:29:00,54.54,58.49,""
server_13,22:28:40,22:29:10,53.79,56.48,""
server_13,22:28:50,22:29:20,49.6,51.11,""
server_13,22:29:00,22:29:30,46.93,37.82,""
server_13,22:29:10,22:29:40,57.52,43.59,""
server_13,22:29:20,22:29:50,63.69,39.42,""
server_13,22:29:30,22:30:00,61.14,44.08,""
server_13,22:29:40,22:30:10,52.21,39.97,""
server_13,22:29:50,22:30:20,40.36,50.43,""
server_13,22:30:00,22:30:30,41.36,48.1,""
server_13,22:30:10,22:30:40,38.67,49.26,""
server_13,22:30:20,22:30:50,55.63,43.35,""
server_13,22:30:30,22:31:00,58.76,51.8,""
server_13,22:30:40,22:31:10,51.77,45.12,""
server_13,22:30:50,22:31:20,42.39,46.5,""
server_13,22:31:00,22:31:30,31.9,47.34,""
server_13,22:31:10,22:31:40,33.48,60.21,""
server_13,22:31:20,22:31:50,44.84,75.7,Memory saturation suspected
server_13,22:31:30,22:32:00,57.88,74.98,Memory saturation suspected
server_13,22:31:40,22:32:10,60.72,64.55,""
server_13,22:31:50,22:32:20,53.57,56.69,""
server_13,22:32:00,22:32:30,50.51,51.55,""
server_13,22:32:10,22:32:40,46.32,63.97,""
server_13,22:32:20,22:32:50,39.99,55.99,""
server_13,22:32:30,22:33:00,42.62,60.53,""
server_13,22:32:40,22:33:10,49.87,53.3,""
server_13,22:32:50,22:33:20,47.28,60.71,""
server_13,22:33:00,22:33:30,52.93,63.25,""
server_13,22:33:10,22:33:40,49.82,65.27,""
server_13,22:33:20,22:33:50,59.46,60.2,""
server_13,22:33:30,22:34:00,42.56,56.55,""
server_13,22:33:40,22:34:10,47.74,43.09,""
server_13,22:33:50,22:34:20,50.42,50.47,""
server_13,22:34:00,22:34:30,63.88,44.49,""
server_13,22:34:10,22:34:40,58.49,56.89,""
server_13,22:34:20,22:34:50,51.65,48.83,""
server_13,22:34:30,22:35:00,49.41,59.07,""
server_13,22:34:40,22:35:10,58.01,63.46,""
server_13,22:34:50,22:35:20,59.13,62.55,""
server_13,22:35:00,22:35:30,57.17,45.79,""
server_13,22:35:10,22:35:40,50.54,42.99,""
server_13,22:35:20,22:35:50,53.68,40.79,""
server_13,22:35:30,22:36:00,49.35,45.69,""
server_13,22:35:40,22:36:10,57.04,35.84,""
server_13,22:35:50,22:36:20,58.36,45.61,""
server_13,22:36:00,22:36:30,69.99,47.57,""
server_13,22:36:10,22:36:40,66.84,55.45,""
server_13,22:36:20,22:36:50,67.68,54.72,""
server_13,22:36:30,22:37:00,64.67,62.31,""
server_13,22:36:40,22:37:10,52.65,50.98,""
server_13,22:36:50,22:37:20,50.36,43.33,""
server_13,22:37:00,22:37:30,53.61,29.4,""
server_13,22:37:10,22:37:40,56.66,34.61,""
server_13,22:37:20,22:37:50,55.19,36.72,""
server_13,22:37:30,22:38:00,46.6,46.86,""
server_13,22:37:40,22:38:10,58.26,46.64,""
server_13,22:37:50,22:38:20,69.58,48.54,""
server_13,22:38:00,22:38:30,72.43,50.03,""
server_13,22:38:10,22:38:40,63.06,66.32,""
server_13,22:38:20,22:38:50,52.8,67.94,""
server_13,22:38:30,22:39:00,48.99,66.62,""
server_13,22:38:40,22:39:10,50.37,50.64,""
server_13,22:38:50,22:39:20,45.51,49.65,""
server_13,22:39:00,22:39:30,43.22,44.03,""
server_13,22:39:10,22:39:40,45.37,51.89,""
server_13,22:39:20,22:39:50,50.78,51.46,""
server_13,22:39:30,22:40:00,47.7,68.52,""
server_13,22:39:40,22:40:10,37.5,74.38,Memory saturation suspected
server_13,22:39:50,22:40:20,36.4,74.14,""
server_13,22:40:00,22:40:30,43.54,59.19,""
server_13,22:40:10,22:40:40,49.34,42.58,""
server_13,22:40:20,22:40:50,39.0,41.27,""
server_13,22:40:30,22:41:00,28.81,45.82,""
server_13,22:40:40,22:41:10,34.54,43.47,""
server_13,22:40:50,22:41:20,38.16,49.27,""
server_13,22:41:00,22:41:30,49.96,52.28,""
server_13,22:41:10,22:41:40,54.4,70.55,""
server_13,22:41:20,22:41:50,57.35,63.4,""
server_13,22:41:30,22:42:00,48.36,65.64,""
server_13,22:41:40,22:42:10,36.71,67.94,""
server_13,22:41:50,22:42:20,36.6,71.86,""
server_13,22:42:00,22:42:30,47.87,56.44,""
server_13,22:42:10,22:42:40,47.85,53.42,""
server_13,22:42:20,22:42:50,57.96,44.85,""
server_13,22:42:30,22:43:00,50.56,49.35,""
server_13,22:42:40,22:43:10,53.69,45.02,""
server_13,22:42:50,22:43:20,52.09,45.77,""
server_13,22:43:00,22:43:30,65.03,47.61,""
server_13,22:43:10,22:43:40,61.5,51.45,""
server_13,22:43:20,22:43:50,55.1,60.62,""
server_13,22:43:30,22:44:00,41.79,55.33,""
server_13,22:43:40,22:44:10,49.72,51.4,""
server_13,22:43:50,22:44:20,53.34,36.84,""
server_13,22:44:00,22:44:30,70.48,43.15,""
server_13,22:44:10,22:44:40,75.51,34.48,""
server_13,22:44:20,22:44:50,79.89,36.47,CPU spike suspected
server_13,22:44:30,22:45:00,63.46,42.32,""
server_13,22:44:40,22:45:10,48.73,39.88,""
server_13,22:44:50,22:45:20,44.98,48.36,""
server_13,22:45:00,22:45:30,51.53,35.18,""
server_13,22:45:10,22:45:40,46.0,46.77,""
server_13,22:45:20,22:45:50,45.52,47.11,""
server_13,22:45:30,22:46:00,39.79,68.73,""
server_13,22:45:40,22:46:10,51.97,67.68,""
server_13,22:45:50,22:46:20,52.76,74.45,Memory saturation suspected
server_13,22:46:00,22:46:30,58.68,63.76,""
server_13,22:46:10,22:46:40,58.91,59.79,""
server_13,22:46:20,22:46:50,51.1,50.77,""
server_13,22:46:30,22:47:00,35.81,52.44,""
server_13,22:46:40,22:47:10,37.46,54.07,""
server_13,22:46:50,22:47:20,46.75,53.26,""
server_13,22:47:00,22:47:30,54.79,45.38,""
server_13,22:47:10,22:47:40,63.3,43.25,""
server_13,22:47:20,22:47:50,62.24,34.4,""
server_13,22:47:30,22:48:00,63.69,38.23,""
server_13,22:47:40,22:48:10,56.02,43.12,""
server_13,22:47:50,22:48:20,47.23,50.81,""
server_13,22:48:00,22:48:30,44.41,45.29,""
server_13,22:48:10,22:48:40,41.78,40.07,""
server_13,22:48:20,22:48:50,52.75,39.23,""
server_13,22:48:30,22:49:00,49.48,35.98,""
server_13,22:48:40,22:49:10,53.92,32.93,""
server_13,22:48:50,22:49:20,48.59,47.59,""
server_13,22:49:00,22:49:30,52.71,51.69,""
server_13,22:49:10,22:49:40,51.19,59.42,""
server_13,22:49:20,22:49:50,46.65,47.72,""
server_13,22:49:30,22:50:00,44.54,57.24,""
server_13,22:49:40,22:50:10,36.1,49.46,""
server_13,22:49:50,22:50:20,54.43,41.11,""
server_13,22:50:00,22:50:30,54.79,34.7,""
server_13,22:50:10,22:50:40,58.57,38.29,""
server_13,22:50:20,22:50:50,51.83,42.97,""
server_13,22:50:30,22:51:00,54.86,39.26,""
server_13,22:50:40,22:51:10,58.95,40.27,""
server_13,22:50:50,22:51:20,54.49,39.87,""
server_13,22:51:00,22:51:30,58.16,43.6,""
server_13,22:51:10,22:51:40,48.67,49.27,""
server_13,22:51:20,22:51:50,42.59,56.48,""
server_13,22:51:30,22:52:00,47.35,64.62,""
server_13,22:51:40,22:52:10,53.73,57.51,""
server_13,22:51:50,22:52:20,47.82,58.47,""
server_13,22:52:00,22:52:30,43.99,57.44,""
server_13,22:52:10,22:52:40,47.01,62.1,""
server_13,22:52:20,22:52:50,50.02,68.03,""
server_13,22:52:30,22:53:00,41.18,65.39,""
server_13,22:52:40,22:53:10,34.16,69.13,""
server_13,22:52:50,22:53:20,31.75,62.56,""
server_14,20:53:00,20:53:30,51.75,29.6,""
server_14,20:53:10,20:53:40,62.53,41.16,""
server_14,20:53:20,20:53:50,59.51,43.0,""
server_14,20:53:30,20:54:00,66.37,58.92,""
server_14,20:53:40,20:54:10,72.8,64.92,""
server_14,20:53:50,20:54:20,66.97,65.57,""
server_14,20:54:00,20:54:30,57.82,62.01,""
server_14,20:54:10,20:54:40,49.54,43.8,""
server_14,20:54:20,20:54:50,62.56,55.78,""
server_14,20:54:30,20:55:00,72.87,46.08,""
server_14,20:54:40,20:55:10,58.27,59.91,""
server_14,20:54:50,20:55:20,43.43,47.77,""
server_14,20:55:00,20:55:30,38.97,59.97,""
server_14,20:55:10,20:55:40,52.05,56.93,""
server_14,20:55:20,20:55:50,69.98,62.97,""
server_14,20:55:30,20:56:00,71.94,60.0,""
server_14,20:55:40,20:56:10,68.54,58.59,""
server_14,20:55:50,20:56:20,51.75,54.74,""
server_14,20:56:00,20:56:30,44.07,46.46,""
server_14,20:56:10,20:56:40,48.65,34.53,""
server_14,20:56:20,20:56:50,52.52,37.87,""
server_14,20:56:30,20:57:00,45.8,46.03,""
server_14,20:56:40,20:57:10,39.34,52.56,""
server_14,20:56:50,20:57:20,42.71,49.43,""
server_14,20:57:00,20:57:30,49.03,41.17,""
server_14,20:57:10,20:57:40,50.67,41.12,""
server_14,20:57:20,20:57:50,48.17,47.29,""
server_14,20:57:30,20:58:00,51.68,46.96,""
server_14,20:57:40,20:58:10,54.94,51.0,""
server_14,20:57:50,20:58:20,55.42,49.27,""
server_14,20:58:00,20:58:30,48.01,59.34,""
server_14,20:58:10,20:58:40,53.17,50.28,""
server_14,20:58:20,20:58:50,62.87,60.78,""
server_14,20:58:30,20:59:00,57.75,61.5,""
server_14,20:58:40,20:59:10,38.07,71.22,""
server_14,20:58:50,20:59:20,37.87,55.01,""
server_14,20:59:00,20:59:30,49.03,52.16,""
server_14,20:59:10,20:59:40,63.68,56.03,""
server_14,20:59:20,20:59:50,58.47,52.89,""
server_14,20:59:30,21:00:00,57.11,53.55,""
server_14,20:59:40,21:00:10,56.28,48.75,""
server_14,20:59:50,21:00:20,58.11,59.46,""
server_14,21:00:00,21:00:30,56.37,62.44,""
server_14,21:00:10,21:00:40,50.83,54.56,""
server_14,21:00:20,21:00:50,57.59,65.14,""
server_14,21:00:30,21:01:00,60.68,58.29,""
server_14,21:00:40,21:01:10,67.41,65.37,""
server_14,21:00:50,21:01:20,44.12,54.91,""
server_14,21:01:00,21:01:30,34.88,58.26,""
server_14,21:01:10,21:01:40,30.47,54.46,""
server_14,21:01:20,21:01:50,44.23,43.04,""
server_14,21:01:30,21:02:00,43.11,44.46,""
server_14,21:01:40,21:02:10,40.81,46.91,""
server_14,21:01:50,21:02:20,47.44,64.65,""
server_14,21:02:00,21:02:30,52.56,63.55,""
server_14,21:02:10,21:02:40,60.22,59.37,""
server_14,21:02:20,21:02:50,55.29,46.02,""
server_14,21:02:30,21:03:00,63.24,56.34,""
server_14,21:02:40,21:03:10,65.97,52.48,""
server_14,21:02:50,21:03:20,54.08,63.41,""
server_14,21:03:00,21:03:30,55.33,47.47,""
server_14,21:03:10,21:03:40,61.76,68.26,""
server_14,21:03:20,21:03:50,77.6,62.03,CPU spike suspected
server_14,21:03:30,21:04:00,69.4,63.49,""
server_14,21:03:40,21:04:10,57.62,52.76,""
server_14,21:03:50,21:04:20,51.69,58.39,""
server_14,21:04:00,21:04:30,59.61,61.62,""
server_14,21:04:10,21:04:40,65.92,53.87,""
server_14,21:04:20,21:04:50,63.19,48.94,""
server_14,21:04:30,21:05:00,66.25,40.75,""
server_14,21:04:40,21:05:10,55.15,48.09,""
server_14,21:04:50,21:05:20,60.59,52.05,""
server_14,21:05:00,21:05:30,53.62,53.56,""
server_14,21:05:10,21:05:40,60.85,43.35,""
server_14,21:05:20,21:05:50,63.31,50.03,""
server_14,21:05:30,21:06:00,55.98,59.21,""
server_14,21:05:40,21:06:10,53.74,74.13,""
server_14,21:05:50,21:06:20,44.48,63.33,""
server_14,21:06:00,21:06:30,50.44,60.46,""
server_14,21:06:10,21:06:40,53.05,56.62,""
server_14,21:06:20,21:06:50,61.69,50.12,""
server_14,21:06:30,21:07:00,71.71,56.76,""
server_14,21:06:40,21:07:10,64.38,48.4,""
server_14,21:06:50,21:07:20,59.68,53.56,""
server_14,21:07:00,21:07:30,53.31,47.71,""
server_14,21:07:10,21:07:40,68.28,50.33,""
server_14,21:07:20,21:07:50,68.01,51.48,""
server_14,21:07:30,21:08:00,60.94,45.8,""
server_14,21:07:40,21:08:10,49.16,41.74,""
server_14,21:07:50,21:08:20,50.26,55.08,""
server_14,21:08:00,21:08:30,63.28,66.79,""
server_14,21:08:10,21:08:40,71.94,80.84,Memory saturation suspected
server_14,21:08:20,21:08:50,82.42,55.74,CPU spike suspected
server_14,21:08:30,21:09:00,68.92,52.96,""
server_14,21:08:40,21:09:10,64.15,53.48,""
server_14,21:08:50,21:09:20,48.81,69.85,""
server_14,21:09:00,21:09:30,56.71,65.15,""
server_14,21:09:10,21:09:40,58.34,55.79,""
server_14,21:09:20,21:09:50,57.82,50.48,""
server_14,21:09:30,21:10:00,44.02,51.4,""
server_14,21:09:40,21:10:10,38.47,46.84,""
server_14,21:09:50,21:10:20,41.5,51.92,""
server_14,21:10:00,21:10:30,54.54,43.26,""
server_14,21:10:10,21:10:40,45.89,44.51,""
server_14,21:10:20,21:10:50,53.33,33.3,""
server_14,21:10:30,21:11:00,54.25,42.44,""
server_14,21:10:40,21:11:10,67.49,52.24,""
server_14,21:10:50,21:11:20,60.73,61.85,""
server_14,21:11:00,21:11:30,62.93,66.59,""
server_14,21:11:10,21:11:40,56.43,61.42,""
server_14,21:11:20,21:11:50,60.75,49.92,""
server_14,21:11:30,21:12:00,52.85,40.0,""
server_14,21:11:40,21:12:10,47.72,30.39,""
server_14,21:11:50,21:12:20,34.39,33.18,""
server_14,21:12:00,21:12:30,33.71,47.18,""
server_14,21:12:10,21:12:40,26.3,68.18,""
server_14,21:12:20,21:12:50,30.69,69.15,""
server_14,21:12:30,21:13:00,32.21,54.88,""
server_14,21:12:40,21:13:10,50.53,39.11,""
server_14,21:12:50,21:13:20,43.74,47.13,""
server_14,21:13:00,21:13:30,44.71,52.81,""
server_14,21:13:10,21:13:40,45.05,63.83,""
server_14,21:13:20,21:13:50,62.64,58.6,""
server_14,21:13:30,21:14:00,62.37,53.99,""
server_14,21:13:40,21:14:10,57.26,50.77,""
server_14,21:13:50,21:14:20,39.91,46.88,""
server_14,21:14:00,21:14:30,40.61,50.0,""
server_14,21:14:10,21:14:40,53.86,45.36,""
server_14,21:14:20,21:14:50,62.65,55.7,""
server_14,21:14:30,21:15:00,64.36,67.47,""
server_14,21:14:40,21:15:10,46.97,65.29,""
server_14,21:14:50,21:15:20,54.49,53.92,""
server_14,21:15:00,21:15:30,58.27,41.9,""
server_14,21:15:10,21:15:40,57.27,43.27,""
server_14,21:15:20,21:15:50,48.41,52.29,""
server_14,21:15:30,21:16:00,52.01,58.56,""
server_14,21:15:40,21:16:10,59.41,65.84,""
server_14,21:15:50,21:16:20,67.86,70.08,""
server_14,21:16:00,21:16:30,71.79,64.11,""
server_14,21:16:10,21:16:40,71.97,59.13,""
server_14,21:16:20,21:16:50,73.77,45.32,""
server_14,21:16:30,21:17:00,63.97,45.51,""
server_14,21:16:40,21:17:10,55.04,40.23,""
server_14,21:16:50,21:17:20,51.67,47.02,""
server_14,21:17:00,21:17:30,58.22,55.72,""
server_14,21:17:10,21:17:40,65.78,58.89,""
server_14,21:17:20,21:17:50,71.85,68.61,""
server_14,21:17:30,21:18:00,60.44,60.77,""
server_14,21:17:40,21:18:10,60.8,68.88,""
server_14,21:17:50,21:18:20,47.82,54.9,""
server_14,21:18:00,21:18:30,59.71,42.0,""
server_14,21:18:10,21:18:40,71.81,34.94,""
server_14,21:18:20,21:18:50,83.88,35.72,CPU spike suspected
server_14,21:18:30,21:19:00,66.01,49.19,""
server_14,21:18:40,21:19:10,50.71,50.43,""
server_14,21:18:50,21:19:20,34.32,59.74,""
server_14,21:19:00,21:19:30,39.17,53.93,""
server_14,21:19:10,21:19:40,38.12,50.11,""
server_14,21:19:20,21:19:50,46.14,42.44,""
server_14,21:19:30,21:20:00,62.92,30.9,""
server_14,21:19:40,21:20:10,71.1,28.85,""
server_14,21:19:50,21:20:20,59.32,45.66,""
server_14,21:20:00,21:20:30,47.91,62.36,""
server_14,21:20:10,21:20:40,47.37,74.87,Memory saturation suspected
server_14,21:20:20,21:20:50,55.3,58.73,""
server_14,21:20:30,21:21:00,59.53,50.78,""
server_14,21:20:40,21:21:10,46.56,48.62,""
server_14,21:20:50,21:21:20,51.49,49.04,""
server_14,21:21:00,21:21:30,42.24,59.93,""
server_14,21:21:10,21:21:40,49.84,56.22,""
server_14,21:21:20,21:21:50,57.82,57.19,""
server_14,21:21:30,21:22:00,64.01,54.04,""
server_14,21:21:40,21:22:10,60.94,54.32,""
server_14,21:21:50,21:22:20,60.2,66.65,""
server_14,21:22:00,21:22:30,56.84,67.21,""
server_14,21:22:10,21:22:40,50.63,71.42,""
server_14,21:22:20,21:22:50,42.34,59.48,""
server_14,21:22:30,21:23:00,36.17,53.33,""
server_14,21:22:40,21:23:10,59.89,50.18,""
server_14,21:22:50,21:23:20,63.92,47.51,""
server_14,21:23:00,21:23:30,72.45,53.65,""
server_14,21:23:10,21:23:40,52.71,47.74,""
server_14,21:23:20,21:23:50,50.53,54.42,""
server_14,21:23:30,21:24:00,46.0,53.97,""
server_14,21:23:40,21:24:10,42.38,71.8,""
server_14,21:23:50,21:24:20,32.86,71.98,""
server_14,21:24:00,21:24:30,47.21,55.04,""
server_14,21:24:10,21:24:40,53.96,36.99,""
server_14,21:24:20,21:24:50,60.46,36.46,""
server_14,21:24:30,21:25:00,52.99,51.45,""
server_14,21:24:40,21:25:10,49.02,60.26,""
server_14,21:24:50,21:25:20,59.8,65.18,""
server_14,21:25:00,21:25:30,54.26,68.44,""
server_14,21:25:10,21:25:40,51.96,67.4,""
server_14,21:25:20,21:25:50,49.48,56.61,""
server_14,21:25:30,21:26:00,58.87,60.73,""
server_14,21:25:40,21:26:10,63.71,55.13,""
server_14,21:25:50,21:26:20,52.79,55.66,""
server_14,21:26:00,21:26:30,43.53,44.26,""
server_14,21:26:10,21:26:40,38.24,35.71,""
server_14,21:26:20,21:26:50,45.18,43.45,""
server_14,21:26:30,21:27:00,49.59,49.39,""
server_14,21:26:40,21:27:10,63.0,66.01,""
server_14,21:26:50,21:27:20,55.55,54.95,""
server_14,21:27:00,21:27:30,44.14,58.09,""
server_14,21:27:10,21:27:40,35.77,49.96,""
server_14,21:27:20,21:27:50,38.4,55.21,""
server_14,21:27:30,21:28:00,34.47,50.51,""
server_14,21:27:40,21:28:10,39.38,52.89,""
server_14,21:27:50,21:28:20,39.13,57.02,""
server_14,21:28:00,21:28:30,45.52,54.44,""
server_14,21:28:10,21:28:40,46.59,50.47,""
server_14,21:28:20,21:28:50,42.64,56.88,""
server_14,21:28:30,21:29:00,43.4,68.92,""
server_14,21:28:40,21:29:10,42.75,82.65,Memory saturation suspected
server_14,21:28:50,21:29:20,39.97,65.75,""
server_14,21:29:00,21:29:30,37.78,59.57,""
server_14,21:29:10,21:29:40,35.64,52.48,""
server_14,21:29:20,21:29:50,50.38,50.79,""
server_14,21:29:30,21:30:00,58.93,43.6,""
server_14,21:29:40,21:30:10,60.74,40.23,""
server_14,21:29:50,21:30:20,62.98,55.96,""
server_14,21:30:00,21:30:30,59.41,62.27,""
server_14,21:30:10,21:30:40,56.56,61.48,""
server_14,21:30:20,21:30:50,41.0,58.73,""
server_14,21:30:30,21:31:00,50.64,51.43,""
server_14,21:30:40,21:31:10,54.07,52.93,""
server_14,21:30:50,21:31:20,61.09,46.91,""
server_14,21:31:00,21:31:30,41.42,62.97,""
server_14,21:31:10,21:31:40,40.31,57.36,""
server_14,21:31:20,21:31:50,42.41,46.13,""
server_14,21:31:30,21:32:00,61.77,27.4,""
server_14,21:31:40,21:32:10,76.53,35.37,CPU spike suspected
server_14,21:31:50,21:32:20,77.48,43.28,CPU spike suspected
server_14,21:32:00,21:32:30,71.48,51.62,""
server_14,21:32:10,21:32:40,57.2,49.46,""
server_14,21:32:20,21:32:50,54.16,54.99,""
server_14,21:32:30,21:33:00,65.53,50.98,""
server_14,21:32:40,21:33:10,58.63,44.94,""
server_14,21:32:50,21:33:20,65.29,47.86,""
server_14,21:33:00,21:33:30,41.02,54.21,""
server_14,21:33:10,21:33:40,54.99,66.69,""
server_14,21:33:20,21:33:50,46.28,59.77,""
server_14,21:33:30,21:34:00,63.16,62.48,""
server_14,21:33:40,21:34:10,58.06,45.1,""
server_14,21:33:50,21:34:20,52.35,43.91,""
server_14,21:34:00,21:34:30,48.08,34.72,""
server_14,21:34:10,21:34:40,48.4,42.97,""
server_14,21:34:20,21:34:50,52.82,49.88,""
server_14,21:34:30,21:35:00,42.78,56.75,""
server_14,21:34:40,21:35:10,38.71,57.18,""
server_14,21:34:50,21:35:20,44.93,49.38,""
server_14,21:35:00,21:35:30,49.83,44.49,""
server_14,21:35:10,21:35:40,46.73,43.7,""
server_14,21:35:20,21:35:50,40.13,43.71,""
server_14,21:35:30,21:36:00,49.38,38.67,""
server_14,21:35:40,21:36:10,50.98,36.83,""
server_14,21:35:50,21:36:20,60.1,46.63,""
server_14,21:36:00,21:36:30,50.53,64.07,""
server_14,21:36:10,21:36:40,44.24,78.0,Memory saturation suspected
server_14,21:36:20,21:36:50,33.48,72.1,""
server_14,21:36:30,21:37:00,32.06,68.89,""
server_14,21:36:40,21:37:10,45.19,66.79,""
server_14,21:36:50,21:37:20,49.68,71.62,""
server_14,21:37:00,21:37:30,50.44,55.24,""
server_14,21:37:10,21:37:40,48.83,52.38,""
server_14,21:37:20,21:37:50,49.88,44.35,""
server_14,21:37:30,21:38:00,59.26,56.99,""
server_14,21:37:40,21:38:10,58.4,41.69,""
server_14,21:37:50,21:38:20,69.64,36.12,""
server_14,21:38:00,21:38:30,58.53,24.37,""
server_14,21:38:10,21:38:40,48.61,31.96,""
server_14,21:38:20,21:38:50,27.7,47.17,""
server_14,21:38:30,21:39:00,32.53,50.94,""
server_14,21:38:40,21:39:10,35.02,61.59,""
server_14,21:38:50,21:39:20,38.61,52.78,""
server_14,21:39:00,21:39:30,43.49,52.65,""
server_14,21:39:10,21:39:40,52.52,49.38,""
server_14,21:39:20,21:39:50,61.08,56.85,""
server_14,21:39:30,21:40:00,68.05,54.07,""
server_14,21:39:40,21:40:10,70.02,44.64,""
server_14,21:39:50,21:40:20,62.03,39.92,""
server_14,21:40:00,21:40:30,49.02,41.28,""
server_14,21:40:10,21:40:40,37.58,50.82,""
server_14,21:40:20,21:40:50,50.92,51.61,""
server_14,21:40:30,21:41:00,52.43,55.34,""
server_14,21:40:40,21:41:10,53.14,57.79,""
server_14,21:40:50,21:41:20,41.43,55.35,""
server_14,21:41:00,21:41:30,44.3,45.98,""
server_14,21:41:10,21:41:40,44.72,44.83,""
server_14,21:41:20,21:41:50,55.02,39.61,""
server_14,21:41:30,21:42:00,55.27,47.99,""
server_14,21:41:40,21:42:10,56.61,38.12,""
server_14,21:41:50,21:42:20,43.54,55.85,""
server_14,21:42:00,21:42:30,34.54,60.61,""
server_14,21:42:10,21:42:40,41.44,56.24,""
server_14,21:42:20,21:42:50,52.49,48.71,""
server_14,21:42:30,21:43:00,68.51,38.78,""
server_14,21:42:40,21:43:10,73.22,60.36,""
server_14,21:42:50,21:43:20,62.2,49.87,""
server_14,21:43:00,21:43:30,65.35,55.91,""
server_14,21:43:10,21:43:40,62.59,46.84,""
server_14,21:43:20,21:43:50,66.54,50.96,""
server_14,21:43:30,21:44:00,58.84,56.78,""
server_14,21:43:40,21:44:10,52.65,51.37,""
server_14,21:43:50,21:44:20,44.56,61.19,""
server_14,21:44:00,21:44:30,49.08,65.78,""
server_14,21:44:10,21:44:40,43.58,63.57,""
server_14,21:44:20,21:44:50,47.27,50.61,""
server_14,21:44:30,21:45:00,45.59,45.38,""
server_14,21:44:40,21:45:10,47.64,43.65,""
server_14,21:44:50,21:45:20,54.36,53.56,""
server_14,21:45:00,21:45:30,51.36,45.84,""
server_14,21:45:10,21:45:40,64.42,47.41,""
server_14,21:45:20,21:45:50,59.89,52.13,""
server_14,21:45:30,21:46:00,63.14,62.12,""
server_14,21:45:40,21:46:10,64.66,62.42,""
server_14,21:45:50,21:46:20,63.44,62.57,""
server_14,21:46:00,21:46:30,62.38,60.19,""
server_14,21:46:10,21:46:40,51.04,61.28,""
server_14,21:46:20,21:46:50,61.15,57.34,""
server_14,21:46:30,21:47:00,51.88,49.61,""
server_14,21:46:40,21:47:10,50.2,52.75,""
server_14,21:46:50,21:47:20,42.69,49.7,""
server_14,21:47:00,21:47:30,44.9,49.21,""
server_14,21:47:10,21:47:40,52.16,50.55,""
server_14,21:47:20,21:47:50,58.96,41.54,""
server_14,21:47:30,21:48:00,51.42,38.1,""
server_14,21:47:40,21:48:10,58.45,34.27,""
server_14,21:47:50,21:48:20,56.76,42.91,""
server_14,21:48:00,21:48:30,63.79,49.22,""
server_14,21:48:10,21:48:40,47.85,49.38,""
server_14,21:48:20,21:48:50,52.09,43.67,""
server_14,21:48:30,21:49:00,47.05,37.11,""
server_14,21:48:40,21:49:10,59.54,33.4,""
server_14,21:48:50,21:49:20,47.0,37.99,""
server_14,21:49:00,21:49:30,54.11,39.05,""
server_14,21:49:10,21:49:40,45.49,40.61,""
server_14,21:49:20,21:49:50,48.37,44.53,""
server_14,21:49:30,21:50:00,36.36,54.75,""
server_14,21:49:40,21:50:10,35.03,59.61,""
server_14,21:49:50,21:50:20,36.2,69.76,""
server_14,21:50:00,21:50:30,55.75,72.16,""
server_14,21:50:10,21:50:40,58.63,73.28,""
server_14,21:50:20,21:50:50,54.69,69.19,""
server_14,21:50:30,21:51:00,45.12,57.39,""
server_14,21:50:40,21:51:10,41.21,54.15,""
server_14,21:50:50,21:51:20,48.04,58.69,""
server_14,21:51:00,21:51:30,51.54,67.58,""
server_14,21:51:10,21:51:40,47.74,76.43,Memory saturation suspected
server_14,21:51:20,21:51:50,55.28,74.14,""
server_14,21:51:30,21:52:00,54.57,71.55,""
server_14,21:51:40,21:52:10,61.2,64.42,""
server_14,21:51:50,21:52:20,44.83,59.43,""
server_14,21:52:00,21:52:30,46.04,59.45,""
