server_id,window_start,window_end,max_net_in,max_disk_io,alert
server_10,22:29:10,22:29:40,17007.4,127.32,Possible DDoS
server_10,22:29:20,22:29:50,17007.4,1206.58,Network flood + Disk thrash suspected
server_10,22:29:30,22:30:00,17007.4,1206.58,Network flood + Disk thrash suspected
server_10,22:29:40,22:30:10,3278.67,6959.99,Disk thrash suspected
server_10,22:29:50,22:30:20,1606.36,6959.99,Disk thrash suspected
server_10,22:30:00,22:30:30,12391.25,6959.99,Network flood + Disk thrash suspected
server_10,22:30:10,22:30:40,12391.25,1687.72,Network flood + Disk thrash suspected
server_10,22:30:20,22:30:50,12391.25,1687.72,Network flood + Disk thrash suspected
server_10,22:30:30,22:31:00,8066.78,175.47,Possible DDoS
server_10,22:30:40,22:31:10,8066.78,175.47,Possible DDoS
server_10,22:30:50,22:31:20,597.25,4267.91,Disk thrash suspected
server_10,22:31:00,22:31:30,597.25,4267.91,Disk thrash suspected
server_10,22:31:10,22:31:40,798.2,4267.91,Disk thrash suspected
server_10,22:31:20,22:31:50,897.15,153.35,""
server_10,22:31:30,22:32:00,897.15,84.21,""
server_10,22:31:40,22:32:10,897.15,71.22,""
server_10,22:31:50,22:32:20,943.19,85.99,""
server_10,22:32:00,22:32:30,943.19,85.99,""
server_10,22:32:10,22:32:40,995.81,85.99,""
server_10,22:32:20,22:32:50,995.81,71.84,""
server_10,22:32:30,22:33:00,995.81,53.78,""
server_10,22:32:40,22:33:10,2941.26,7897.96,Disk thrash suspected
server_10,22:32:50,22:33:20,9070.75,7897.96,Network flood + Disk thrash suspected
server_10,22:33:00,22:33:30,9070.75,8076.75,Network flood + Disk thrash suspected
server_10,22:33:10,22:33:40,9070.75,8076.75,Network flood + Disk thrash suspected
server_10,22:33:20,22:33:50,3644.53,8076.75,Disk thrash suspected
server_10,22:33:30,22:34:00,3030.1,1363.66,Disk thrash suspected
server_10,22:33:40,22:34:10,3030.1,1363.66,Disk thrash suspected
server_10,22:33:50,22:34:20,3112.48,1647.63,Disk thrash suspected
server_10,22:34:00,22:34:30,3112.48,7497.05,Disk thrash suspected
server_10,22:34:10,22:34:40,3112.48,7497.05,Disk thrash suspected
server_10,22:34:20,22:34:50,12713.48,7497.05,Network flood + Disk thrash suspected
server_10,22:34:30,22:35:00,12713.48,3172.77,Network flood + Disk thrash suspected
server_10,22:34:40,22:35:10,12713.48,3172.77,Network flood + Disk thrash suspected
server_10,22:34:50,22:35:20,421.98,3172.77,Disk thrash suspected
server_10,22:35:00,22:35:30,2126.6,7821.48,Disk thrash suspected
server_10,22:35:10,22:35:40,2126.6,8346.65,Disk thrash suspected
server_10,22:35:20,22:35:50,2126.6,8346.65,Disk thrash suspected
server_10,22:35:30,22:36:00,1027.14,8346.65,Disk thrash suspected
server_10,22:35:40,22:36:10,13688.45,168.47,Possible DDoS
server_10,22:35:50,22:36:20,13688.45,1323.06,Network flood + Disk thrash suspected
server_10,22:36:00,22:36:30,13688.45,1323.06,Network flood + Disk thrash suspected
server_10,22:36:10,22:36:40,4285.69,1323.06,Disk thrash suspected
server_10,22:36:20,22:36:50,1503.73,1131.88,""
server_10,22:36:30,22:37:00,17323.05,1719.07,Network flood + Disk thrash suspected
server_10,22:36:40,22:37:10,17323.05,1719.07,Network flood + Disk thrash suspected
server_10,22:36:50,22:37:20,19419.82,1719.07,Network flood + Disk thrash suspected
server_10,22:37:00,22:37:30,19419.82,3015.63,Network flood + Disk thrash suspected
server_10,22:37:10,22:37:40,19419.82,3959.0,Network flood + Disk thrash suspected
server_10,22:37:20,22:37:50,725.69,3959.0,Disk thrash suspected
server_10,22:37:30,22:38:00,725.69,5522.74,Disk thrash suspected
server_10,22:37:40,22:38:10,917.86,5522.74,Disk thrash suspected
server_10,22:37:50,22:38:20,997.91,5522.74,Disk thrash suspected
server_10,22:38:00,22:38:30,1062.42,178.04,""
server_10,22:38:10,22:38:40,1062.42,178.04,""
server_10,22:38:20,22:38:50,1348.01,947.88,""
server_10,22:38:30,22:39:00,1348.01,947.88,""
server_10,22:38:40,22:39:10,9268.54,4153.3,Network flood + Disk thrash suspected
server_10,22:38:50,22:39:20,9268.54,4153.3,Network flood + Disk thrash suspected
server_10,22:39:00,22:39:30,9268.54,4153.3,Network flood + Disk thrash suspected
server_10,22:39:10,22:39:40,4337.1,1358.82,Disk thrash suspected
server_10,22:39:20,22:39:50,4337.1,7019.2,Disk thrash suspected
server_10,22:39:30,22:40:00,3942.17,7019.2,Disk thrash suspected
server_10,22:39:40,22:40:10,3942.17,7019.2,Disk thrash suspected
server_10,22:39:50,22:40:20,951.1,3879.21,Disk thrash suspected
server_10,22:40:00,22:40:30,831.31,3879.21,Disk thrash suspected
server_10,22:40:10,22:40:40,4248.07,1906.03,Disk thrash suspected
server_10,22:40:20,22:40:50,4248.07,1906.03,Disk thrash suspected
server_10,22:40:30,22:41:00,13866.41,1906.03,Network flood + Disk thrash suspected
server_10,22:40:40,22:41:10,13866.41,1086.23,Possible DDoS
server_10,22:40:50,22:41:20,13866.41,1086.23,Possible DDoS
server_10,22:41:00,22:41:30,16824.17,1086.23,Possible DDoS
server_10,22:41:10,22:41:40,16824.17,202.15,Possible DDoS
server_10,22:41:20,22:41:50,16824.17,120.59,Possible DDoS
server_10,22:41:30,22:42:00,10365.65,120.59,Possible DDoS
server_10,22:41:40,22:42:10,10365.65,112.77,Possible DDoS
server_10,22:41:50,22:42:20,928.66,104.6,""
server_10,22:42:00,22:42:30,928.66,8652.55,Disk thrash suspected
server_10,22:42:10,22:42:40,928.66,8652.55,Disk thrash suspected
server_10,22:42:20,22:42:50,777.23,8652.55,Disk thrash suspected
server_10,22:42:30,22:43:00,777.23,128.24,""
server_10,22:42:40,22:43:10,550.52,66.31,""
server_10,22:42:50,22:43:20,3264.3,1632.09,Disk thrash suspected
server_10,22:43:00,22:43:30,3601.34,1746.12,Disk thrash suspected
server_10,22:43:10,22:43:40,3601.34,1746.12,Disk thrash suspected
server_10,22:43:20,22:43:50,13621.4,1746.12,Network flood + Disk thrash suspected
server_10,22:43:30,22:44:00,13621.4,104.91,Possible DDoS
server_10,22:43:40,22:44:10,14041.63,104.91,Possible DDoS
server_10,22:43:50,22:44:20,14041.63,104.91,Possible DDoS
server_10,22:44:00,22:44:30,18717.52,103.91,Possible DDoS
server_10,22:44:10,22:44:40,18717.52,103.91,Possible DDoS
server_10,22:44:20,22:44:50,18717.52,103.91,Possible DDoS
server_10,22:44:30,22:45:00,984.77,107.51,""
server_10,22:44:40,22:45:10,953.51,107.51,""
server_10,22:44:50,22:45:20,4709.76,1657.44,Disk thrash suspected
server_10,22:45:00,22:45:30,4709.76,6574.0,Disk thrash suspected
server_10,22:45:10,22:45:40,4709.76,6574.0,Disk thrash suspected
server_10,22:45:20,22:45:50,10656.86,6574.0,Network flood + Disk thrash suspected
server_10,22:45:30,22:46:00,10656.86,6436.23,Network flood + Disk thrash suspected
server_10,22:45:40,22:46:10,10656.86,6436.23,Network flood + Disk thrash suspected
server_10,22:45:50,22:46:20,9719.61,1720.61,Network flood + Disk thrash suspected
server_10,22:46:00,22:46:30,19177.24,70.5,Possible DDoS
server_10,22:46:10,22:46:40,19177.24,151.77,Possible DDoS
server_10,22:46:20,22:46:50,19177.24,4402.62,Network flood + Disk thrash suspected
server_10,22:46:30,22:47:00,1074.4,4402.62,Disk thrash suspected
server_10,22:46:40,22:47:10,1905.99,5024.49,Disk thrash suspected
server_10,22:46:50,22:47:20,3138.96,5024.49,Disk thrash suspected
server_10,22:47:00,22:47:30,3138.96,5024.49,Disk thrash suspected
server_10,22:47:10,22:47:40,3138.96,1530.09,Disk thrash suspected
server_10,22:47:20,22:47:50,912.98,122.81,""
server_10,22:47:30,22:48:00,962.28,8611.76,Disk thrash suspected
server_10,22:47:40,22:48:10,7986.26,8611.76,Network flood + Disk thrash suspected
server_10,22:47:50,22:48:20,7986.26,8611.76,Network flood + Disk thrash suspected
server_10,22:48:00,22:48:30,7986.26,8420.84,Network flood + Disk thrash suspected
server_10,22:48:10,22:48:40,8101.99,7869.62,Network flood + Disk thrash suspected
server_10,22:48:20,22:48:50,8101.99,7869.62,Network flood + Disk thrash suspected
server_10,22:48:30,22:49:00,8101.99,7869.62,Network flood + Disk thrash suspected
server_10,22:48:40,22:49:10,689.18,86.1,""
server_10,22:48:50,22:49:20,968.82,116.36,""
server_10,22:49:00,22:49:30,968.82,116.36,""
server_10,22:49:10,22:49:40,968.82,116.36,""
server_10,22:49:20,22:49:50,954.28,79.2,""
server_10,22:49:30,22:50:00,421.66,6235.92,Disk thrash suspected
server_10,22:49:40,22:50:10,917.7,6235.92,Disk thrash suspected
server_10,22:49:50,22:50:20,957.43,6681.06,Disk thrash suspected
server_10,22:50:00,22:50:30,957.43,6681.06,Disk thrash suspected
server_10,22:50:10,22:50:40,957.43,6681.06,Disk thrash suspected
server_10,22:50:20,22:50:50,15377.01,21.25,Possible DDoS
server_10,22:50:30,22:51:00,15377.01,5590.41,Network flood + Disk thrash suspected
server_10,22:50:40,22:51:10,15377.01,5590.41,Network flood + Disk thrash suspected
server_10,22:50:50,22:51:20,12546.56,6351.85,Network flood + Disk thrash suspected
server_10,22:51:00,22:51:30,12546.56,9414.08,Network flood + Disk thrash suspected
server_10,22:51:10,22:51:40,5648.17,9414.08,Disk thrash suspected
server_10,22:51:20,22:51:50,5648.17,9414.08,Disk thrash suspected
server_10,22:51:30,22:52:00,1709.85,6743.21,Disk thrash suspected
server_10,22:51:40,22:52:10,4080.09,6743.21,Disk thrash suspected
server_10,22:51:50,22:52:20,4080.09,7757.37,Disk thrash suspected
server_10,22:52:00,22:52:30,4080.09,7757.37,Disk thrash suspected
server_10,22:52:10,22:52:40,500.54,7757.37,Disk thrash suspected
server_10,22:52:20,22:52:50,500.54,3414.2,Disk thrash suspected
server_10,22:52:30,22:53:00,3052.38,1245.57,Disk thrash suspected
server_10,22:52:40,22:53:10,3052.38,1245.57,Disk thrash suspected
server_10,22:52:50,22:53:20,3052.38,1245.57,Disk thrash suspected
server_11,20:53:00,20:53:30,17187.49,1285.88,Network flood + Disk thrash suspected
server_11,20:53:10,20:53:40,17187.49,922.16,Possible DDoS
server_11,20:53:20,20:53:50,17187.49,922.16,Possible DDoS
server_11,20:53:30,20:54:00,19108.51,1751.54,Network flood + Disk thrash suspected
server_11,20:53:40,20:54:10,19108.51,1751.54,Network flood + Disk thrash suspected
server_11,20:53:50,20:54:20,19108.51,1751.54,Network flood + Disk thrash suspected
server_11,20:54:00,20:54:30,4536.08,1492.61,Disk thrash suspected
server_11,20:54:10,20:54:40,4536.08,1492.61,Disk thrash suspected
server_11,20:54:20,20:54:50,700.08,124.76,""
server_11,20:54:30,20:55:00,9865.8,104.36,Possible DDoS
server_11,20:54:40,20:55:10,9865.8,104.36,Possible DDoS
server_11,20:54:50,20:55:20,13894.79,128.21,Possible DDoS
server_11,20:55:00,20:55:30,13894.79,128.21,Possible DDoS
server_11,20:55:10,20:55:40,13894.79,139.02,Possible DDoS
server_11,20:55:20,20:55:50,963.65,139.02,""
server_11,20:55:30,20:56:00,3636.17,583.29,""
server_11,20:55:40,20:56:10,3636.17,583.29,""
server_11,20:55:50,20:56:20,3636.17,5245.12,Disk thrash suspected
server_11,20:56:00,20:56:30,1091.58,5245.12,Disk thrash suspected
server_11,20:56:10,20:56:40,11734.11,5245.12,Network flood + Disk thrash suspected
server_11,20:56:20,20:56:50,11734.11,4458.12,Network flood + Disk thrash suspected
server_11,20:56:30,20:57:00,12722.36,115.21,Possible DDoS
server_11,20:56:40,20:57:10,12722.36,1520.08,Network flood + Disk thrash suspected
server_11,20:56:50,20:57:20,12722.36,1520.08,Network flood + Disk thrash suspected
server_11,20:57:00,20:57:30,3821.57,7884.98,Disk thrash suspected
server_11,20:57:10,20:57:40,3402.84,7884.98,Disk thrash suspected
server_11,20:57:20,20:57:50,13789.47,7884.98,Network flood + Disk thrash suspected
server_11,20:57:30,20:58:00,13789.47,1191.39,Network flood + Disk thrash suspected
server_11,20:57:40,20:58:10,13789.47,140.34,Possible DDoS
server_11,20:57:50,20:58:20,4791.25,1364.79,Disk thrash suspected
server_11,20:58:00,20:58:30,15301.96,1364.79,Network flood + Disk thrash suspected
server_11,20:58:10,20:58:40,15301.96,9178.24,Network flood + Disk thrash suspected
server_11,20:58:20,20:58:50,15301.96,9178.24,Network flood + Disk thrash suspected
server_11,20:58:30,20:59:00,1063.52,9178.24,Disk thrash suspected
server_11,20:58:40,20:59:10,1312.18,887.4,""
server_11,20:58:50,20:59:20,5157.95,887.4,""
server_11,20:59:00,20:59:30,18348.72,887.4,Possible DDoS
server_11,20:59:10,20:59:40,18348.72,152.62,Possible DDoS
server_11,20:59:20,20:59:50,18348.72,1192.25,Network flood + Disk thrash suspected
server_11,20:59:30,21:00:00,10895.68,1192.25,Network flood + Disk thrash suspected
server_11,20:59:40,21:00:10,10895.68,1192.25,Network flood + Disk thrash suspected
server_11,20:59:50,21:00:20,10895.68,9615.91,Network flood + Disk thrash suspected
server_11,21:00:00,21:00:30,879.92,9615.91,Disk thrash suspected
server_11,21:00:10,21:00:40,879.92,9615.91,Disk thrash suspected
server_11,21:00:20,21:00:50,879.92,6141.45,Disk thrash suspected
server_11,21:00:30,21:01:00,2801.39,4790.12,Disk thrash suspected
server_11,21:00:40,21:01:10,2801.39,4790.12,Disk thrash suspected
server_11,21:00:50,21:01:20,2801.39,4790.12,Disk thrash suspected
server_11,21:01:00,21:01:30,955.41,8919.51,Disk thrash suspected
server_11,21:01:10,21:01:40,3910.43,8919.51,Disk thrash suspected
server_11,21:01:20,21:01:50,6444.75,8919.51,Disk thrash suspected
server_11,21:01:30,21:02:00,6444.75,4942.5,Disk thrash suspected
server_11,21:01:40,21:02:10,6444.75,4769.59,Disk thrash suspected
server_11,21:01:50,21:02:20,9202.74,4769.59,Network flood + Disk thrash suspected
server_11,21:02:00,21:02:30,9202.74,659.26,Possible DDoS
server_11,21:02:10,21:02:40,9202.74,143.46,Possible DDoS
server_11,21:02:20,21:02:50,852.59,179.33,""
server_11,21:02:30,21:03:00,938.96,179.33,""
server_11,21:02:40,21:03:10,961.42,179.33,""
server_11,21:02:50,21:03:20,961.42,79.92,""
server_11,21:03:00,21:03:30,961.42,106.54,""
server_11,21:03:10,21:03:40,1782.31,1325.87,Disk thrash suspected
server_11,21:03:20,21:03:50,1782.31,1325.87,Disk thrash suspected
server_11,21:03:30,21:04:00,15245.5,1325.87,Network flood + Disk thrash suspected
server_11,21:03:40,21:04:10,15245.5,135.57,Possible DDoS
server_11,21:03:50,21:04:20,15245.5,135.57,Possible DDoS
server_11,21:04:00,21:04:30,13824.95,135.57,Possible DDoS
server_11,21:04:10,21:04:40,816.79,5651.61,Disk thrash suspected
server_11,21:04:20,21:04:50,806.74,5651.61,Disk thrash suspected
server_11,21:04:30,21:05:00,839.54,5651.61,Disk thrash suspected
server_11,21:04:40,21:05:10,3509.0,951.96,""
server_11,21:04:50,21:05:20,3509.0,951.96,""
server_11,21:05:00,21:05:30,3509.0,951.96,""
server_11,21:05:10,21:05:40,960.51,76.32,""
server_11,21:05:20,21:05:50,960.51,62.67,""
server_11,21:05:30,21:06:00,1476.51,1619.98,Disk thrash suspected
server_11,21:05:40,21:06:10,1476.51,1619.98,Disk thrash suspected
server_11,21:05:50,21:06:20,1476.51,1619.98,Disk thrash suspected
server_11,21:06:00,21:06:30,2707.46,1525.78,Disk thrash suspected
server_11,21:06:10,21:06:40,18957.06,1525.78,Network flood + Disk thrash suspected
server_11,21:06:20,21:06:50,18957.06,9621.66,Network flood + Disk thrash suspected
server_11,21:06:30,21:07:00,18957.06,9621.66,Network flood + Disk thrash suspected
server_11,21:06:40,21:07:10,13337.29,9703.38,Network flood + Disk thrash suspected
server_11,21:06:50,21:07:20,13337.29,9703.38,Network flood + Disk thrash suspected
server_11,21:07:00,21:07:30,2756.41,9703.38,Disk thrash suspected
server_11,21:07:10,21:07:40,2756.41,3871.86,Disk thrash suspected
server_11,21:07:20,21:07:50,849.87,3871.86,Disk thrash suspected
server_11,21:07:30,21:08:00,849.87,3871.86,Disk thrash suspected
server_11,21:07:40,21:08:10,9337.96,82.07,Possible DDoS
server_11,21:07:50,21:08:20,9337.96,102.46,Possible DDoS
server_11,21:08:00,21:08:30,9337.96,102.46,Possible DDoS
server_11,21:08:10,21:08:40,1036.75,9812.0,Disk thrash suspected
server_11,21:08:20,21:08:50,1036.75,9812.0,Disk thrash suspected
server_11,21:08:30,21:09:00,932.35,9812.0,Disk thrash suspected
server_11,21:08:40,21:09:10,624.32,3227.24,Disk thrash suspected
server_11,21:08:50,21:09:20,926.97,3227.24,Disk thrash suspected
server_11,21:09:00,21:09:30,926.97,3263.45,Disk thrash suspected
server_11,21:09:10,21:09:40,993.72,3263.45,Disk thrash suspected
server_11,21:09:20,21:09:50,993.72,4606.25,Disk thrash suspected
server_11,21:09:30,21:10:00,3042.95,4606.25,Disk thrash suspected
server_11,21:09:40,21:10:10,3042.95,4606.25,Disk thrash suspected
server_11,21:09:50,21:10:20,3042.95,1850.25,Disk thrash suspected
server_11,21:10:00,21:10:30,3618.45,959.26,""
server_11,21:10:10,21:10:40,3618.45,959.26,""
server_11,21:10:20,21:10:50,3618.45,6759.75,Disk thrash suspected
server_11,21:10:30,21:11:00,1813.07,6759.75,Disk thrash suspected
server_11,21:10:40,21:11:10,3415.21,6759.75,Disk thrash suspected
server_11,21:10:50,21:11:20,3415.21,1857.02,Disk thrash suspected
server_11,21:11:00,21:11:30,3415.21,1857.02,Disk thrash suspected
server_11,21:11:10,21:11:40,1129.01,634.62,""
server_11,21:11:20,21:11:50,833.22,7838.54,Disk thrash suspected
server_11,21:11:30,21:12:00,9679.56,7838.54,Network flood + Disk thrash suspected
server_11,21:11:40,21:12:10,9679.56,7838.54,Network flood + Disk thrash suspected
server_11,21:11:50,21:12:20,9835.12,5133.11,Network flood + Disk thrash suspected
server_11,21:12:00,21:12:30,9835.12,5133.11,Network flood + Disk thrash suspected
server_11,21:12:10,21:12:40,9835.12,190.57,Possible DDoS
server_11,21:12:20,21:12:50,13600.81,82.41,Possible DDoS
server_11,21:12:30,21:13:00,13600.81,171.13,Possible DDoS
server_11,21:12:40,21:13:10,13600.81,171.13,Possible DDoS
server_11,21:12:50,21:13:20,801.77,8433.6,Disk thrash suspected
server_11,21:13:00,21:13:30,930.62,8433.6,Disk thrash suspected
server_11,21:13:10,21:13:40,930.62,8433.6,Disk thrash suspected
server_11,21:13:20,21:13:50,961.74,156.31,""
server_11,21:13:30,21:14:00,6249.2,156.31,""
server_11,21:13:40,21:14:10,14744.91,119.35,Possible DDoS
server_11,21:13:50,21:14:20,14744.91,111.51,Possible DDoS
server_11,21:14:00,21:14:30,14744.91,148.89,Possible DDoS
server_11,21:14:10,21:14:40,5179.84,148.89,""
server_11,21:14:20,21:14:50,907.16,148.89,""
server_11,21:14:30,21:15:00,907.16,105.5,""
server_11,21:14:40,21:15:10,936.67,165.43,""
server_11,21:14:50,21:15:20,2964.48,979.39,""
server_11,21:15:00,21:15:30,2964.48,1682.39,Disk thrash suspected
server_11,21:15:10,21:15:40,16531.91,1682.39,Network flood + Disk thrash suspected
server_11,21:15:20,21:15:50,16531.91,1682.39,Network flood + Disk thrash suspected
server_11,21:15:30,21:16:00,18154.24,143.4,Possible DDoS
server_11,21:15:40,21:16:10,18154.24,136.14,Possible DDoS
server_11,21:15:50,21:16:20,18154.24,136.14,Possible DDoS
server_11,21:16:00,21:16:30,15353.44,145.19,Possible DDoS
server_11,21:16:10,21:16:40,15353.44,6932.0,Network flood + Disk thrash suspected
server_11,21:16:20,21:16:50,932.7,6932.0,Disk thrash suspected
server_11,21:16:30,21:17:00,936.91,6932.0,Disk thrash suspected
server_11,21:16:40,21:17:10,3194.93,1352.28,Disk thrash suspected
server_11,21:16:50,21:17:20,3194.93,1352.28,Disk thrash suspected
server_11,21:17:00,21:17:30,3194.93,1352.28,Disk thrash suspected
server_11,21:17:10,21:17:40,16594.37,129.46,Possible DDoS
server_11,21:17:20,21:17:50,16594.37,1328.19,Network flood + Disk thrash suspected
server_11,21:17:30,21:18:00,16594.37,1328.19,Network flood + Disk thrash suspected
server_11,21:17:40,21:18:10,14963.85,1328.19,Network flood + Disk thrash suspected
server_11,21:17:50,21:18:20,11633.76,891.07,Possible DDoS
server_11,21:18:00,21:18:30,11633.76,200.99,Possible DDoS
server_11,21:18:10,21:18:40,9796.26,200.99,Possible DDoS
server_11,21:18:20,21:18:50,9796.26,200.99,Possible DDoS
server_11,21:18:30,21:19:00,9796.26,9491.69,Network flood + Disk thrash suspected
server_11,21:18:40,21:19:10,989.11,9491.69,Disk thrash suspected
server_11,21:18:50,21:19:20,1031.62,9491.69,Disk thrash suspected
server_11,21:19:00,21:19:30,14122.62,136.81,Possible DDoS
server_11,21:19:10,21:19:40,14122.62,136.81,Possible DDoS
server_11,21:19:20,21:19:50,14122.62,6733.15,Network flood + Disk thrash suspected
server_11,21:19:30,21:20:00,8761.29,6733.15,Network flood + Disk thrash suspected
server_11,21:19:40,21:20:10,17471.53,6733.15,Network flood + Disk thrash suspected
server_11,21:19:50,21:20:20,17471.53,7619.0,Network flood + Disk thrash suspected
server_11,21:20:00,21:20:30,17471.53,7619.0,Network flood + Disk thrash suspected
server_11,21:20:10,21:20:40,451.02,7619.0,Disk thrash suspected
server_11,21:20:20,21:20:50,606.28,4635.99,Disk thrash suspected
server_11,21:20:30,21:21:00,13566.38,8536.6,Network flood + Disk thrash suspected
server_11,21:20:40,21:21:10,13566.38,8536.6,Network flood + Disk thrash suspected
server_11,21:20:50,21:21:20,13566.38,8536.6,Network flood + Disk thrash suspected
server_11,21:21:00,21:21:30,856.76,124.85,""
server_11,21:21:10,21:21:40,1172.67,4567.81,Disk thrash suspected
server_11,21:21:20,21:21:50,4047.23,4567.81,Disk thrash suspected
server_11,21:21:30,21:22:00,17608.84,4567.81,Network flood + Disk thrash suspected
server_11,21:21:40,21:22:10,17819.22,7410.1,Network flood + Disk thrash suspected
server_11,21:21:50,21:22:20,17819.22,7410.1,Network flood + Disk thrash suspected
server_11,21:22:00,21:22:30,17819.22,7410.1,Network flood + Disk thrash suspected
server_11,21:22:10,21:22:40,9817.94,3492.09,Network flood + Disk thrash suspected
server_11,21:22:20,21:22:50,6382.64,3492.09,Disk thrash suspected
server_11,21:22:30,21:23:00,6382.64,90.19,""
server_11,21:22:40,21:23:10,5580.33,1142.63,""
server_11,21:22:50,21:23:20,6403.84,1142.63,""
server_11,21:23:00,21:23:30,6403.84,1142.63,""
server_11,21:23:10,21:23:40,9872.18,80.26,Possible DDoS
server_11,21:23:20,21:23:50,9872.18,733.65,Possible DDoS
server_11,21:23:30,21:24:00,9872.18,733.65,Possible DDoS
server_11,21:23:40,21:24:10,5881.27,733.65,""
server_11,21:23:50,21:24:20,5881.27,550.53,""
server_11,21:24:00,21:24:30,5881.27,550.53,""
server_11,21:24:10,21:24:40,3988.6,550.53,""
server_11,21:24:20,21:24:50,4484.66,1336.97,Disk thrash suspected
server_11,21:24:30,21:25:00,10807.41,1336.97,Network flood + Disk thrash suspected
server_11,21:24:40,21:25:10,10807.41,1336.97,Network flood + Disk thrash suspected
server_11,21:24:50,21:25:20,10807.41,131.7,Possible DDoS
server_11,21:25:00,21:25:30,2374.8,701.61,""
server_11,21:25:10,21:25:40,2374.8,6980.61,Disk thrash suspected
server_11,21:25:20,21:25:50,8940.83,6980.61,Network flood + Disk thrash suspected
server_11,21:25:30,21:26:00,8940.83,6980.61,Network flood + Disk thrash suspected
server_11,21:25:40,21:26:10,8940.83,8973.71,Network flood + Disk thrash suspected
server_11,21:25:50,21:26:20,870.82,8973.71,Disk thrash suspected
server_11,21:26:00,21:26:30,4556.8,8973.71,Disk thrash suspected
server_11,21:26:10,21:26:40,9719.91,4545.61,Network flood + Disk thrash suspected
server_11,21:26:20,21:26:50,9719.91,1827.19,Network flood + Disk thrash suspected
server_11,21:26:30,21:27:00,9719.91,1717.42,Network flood + Disk thrash suspected
server_11,21:26:40,21:27:10,17675.69,1717.42,Network flood + Disk thrash suspected
server_11,21:26:50,21:27:20,17675.69,1717.42,Network flood + Disk thrash suspected
server_11,21:27:00,21:27:30,17675.69,162.82,Possible DDoS
server_11,21:27:10,21:27:40,2116.91,890.38,""
server_11,21:27:20,21:27:50,2116.91,890.38,""
server_11,21:27:30,21:28:00,2116.91,890.38,""
server_11,21:27:40,21:28:10,986.64,90.99,""
server_11,21:27:50,21:28:20,19004.31,124.56,Possible DDoS
server_11,21:28:00,21:28:30,19004.31,1208.09,Network flood + Disk thrash suspected
server_11,21:28:10,21:28:40,19004.31,7004.58,Network flood + Disk thrash suspected
server_11,21:28:20,21:28:50,2754.06,7004.58,Disk thrash suspected
server_11,21:28:30,21:29:00,939.85,7004.58,Disk thrash suspected
server_11,21:28:40,21:29:10,939.85,67.5,""
server_11,21:28:50,21:29:20,939.85,156.86,""
server_11,21:29:00,21:29:30,833.24,156.86,""
server_11,21:29:10,21:29:40,11106.11,184.83,Possible DDoS
server_11,21:29:20,21:29:50,11106.11,7008.65,Network flood + Disk thrash suspected
server_11,21:29:30,21:30:00,11106.11,7008.65,Network flood + Disk thrash suspected
server_11,21:29:40,21:30:10,238.16,7008.65,Disk thrash suspected
server_11,21:29:50,21:30:20,2172.16,8306.32,Disk thrash suspected
server_11,21:30:00,21:30:30,2172.16,8306.32,Disk thrash suspected
server_11,21:30:10,21:30:40,2172.16,8306.32,Disk thrash suspected
server_11,21:30:20,21:30:50,999.73,3138.27,Disk thrash suspected
server_11,21:30:30,21:31:00,950.37,3138.27,Disk thrash suspected
server_11,21:30:40,21:31:10,13350.2,124.76,Possible DDoS
server_11,21:30:50,21:31:20,13350.2,124.76,Possible DDoS
server_11,21:31:00,21:31:30,13350.2,124.76,Possible DDoS
server_11,21:31:10,21:31:40,942.78,3878.47,Disk thrash suspected
server_11,21:31:20,21:31:50,646.37,3878.47,Disk thrash suspected
server_11,21:31:30,21:32:00,646.37,9179.18,Disk thrash suspected
server_11,21:31:40,21:32:10,646.37,9179.18,Disk thrash suspected
server_11,21:31:50,21:32:20,2934.28,9179.18,Disk thrash suspected
server_11,21:32:00,21:32:30,2934.28,1812.84,Disk thrash suspected
server_11,21:32:10,21:32:40,4151.35,1812.84,Disk thrash suspected
server_11,21:32:20,21:32:50,4151.35,640.37,""
server_11,21:32:30,21:33:00,4151.35,1526.08,Disk thrash suspected
server_11,21:32:40,21:33:10,3981.94,1526.08,Disk thrash suspected
server_11,21:32:50,21:33:20,15691.74,1526.08,Network flood + Disk thrash suspected
server_11,21:33:00,21:33:30,18792.57,160.04,Possible DDoS
server_11,21:33:10,21:33:40,18792.57,108.64,Possible DDoS
server_11,21:33:20,21:33:50,18792.57,108.64,Possible DDoS
server_11,21:33:30,21:34:00,12666.7,933.31,Possible DDoS
server_11,21:33:40,21:34:10,12666.7,933.31,Possible DDoS
server_11,21:33:50,21:34:20,12666.7,1316.77,Network flood + Disk thrash suspected
server_11,21:34:00,21:34:30,3561.99,1316.77,Disk thrash suspected
server_11,21:34:10,21:34:40,3561.99,1316.77,Disk thrash suspected
server_11,21:34:20,21:34:50,987.84,6227.68,Disk thrash suspected
server_11,21:34:30,21:35:00,8313.56,6227.68,Network flood + Disk thrash suspected
server_11,21:34:40,21:35:10,10450.59,6227.68,Network flood + Disk thrash suspected
server_11,21:34:50,21:35:20,10450.59,1661.57,Network flood + Disk thrash suspected
server_11,21:35:00,21:35:30,10450.59,1661.57,Network flood + Disk thrash suspected
server_11,21:35:10,21:35:40,4540.05,1661.57,Disk thrash suspected
server_11,21:35:20,21:35:50,880.39,6435.62,Disk thrash suspected
